Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"if (testType == ""valid"")",Firefox 144.0,,,24-10-2025 15:14:42,24-10-2025 15:14:42,"0,002s",PASSED
"else if (testType == ""emptyUser"")",Firefox 144.0,,,24-10-2025 15:14:42,24-10-2025 15:14:42,"0,005s",PASSED
"else if (testType == ""emptyPass"")",Firefox 144.0,,,24-10-2025 15:14:42,24-10-2025 15:14:43,"0,483s",PASSED
closeBrowser(),Firefox 144.0,,,24-10-2025 15:14:43,24-10-2025 15:14:44,"1,758s",PASSED
,,,,,,,
Test Cases/saucedemo/TC01-login,Firefox 144.0,,,24-10-2025 15:14:44,24-10-2025 15:14:59,"14,737s",PASSED
"DATA BINDING - {""password"":""secret_sauce"",""expected"":""Epic sadface: Username is required"",""testType"":""emptyUser"",""username"":""""}",,,,,,,
"openBrowser("""")",Firefox 144.0,,,24-10-2025 15:14:44,24-10-2025 15:14:51,"6,704s",PASSED
navigateToUrl(baseUrl),Firefox 144.0,,,24-10-2025 15:14:51,24-10-2025 15:14:53,"1,810s",PASSED
"verifyElementPresent(findTestObject(""Object Login Page/usernameField""), 1)",Firefox 144.0,,,24-10-2025 15:14:53,24-10-2025 15:14:54,"1,345s",PASSED
"setText(findTestObject(""Object Login Page/usernameField""), username)",Firefox 144.0,,,24-10-2025 15:14:54,24-10-2025 15:14:55,"0,720s",PASSED
"verifyElementPresent(findTestObject(""Object Login Page/passwordField""), 1)",Firefox 144.0,,,24-10-2025 15:14:55,24-10-2025 15:14:55,"0,285s",PASSED
"setText(findTestObject(""Object Login Page/passwordField""), password)",Firefox 144.0,,,24-10-2025 15:14:55,24-10-2025 15:14:56,"0,728s",PASSED
"verifyElementPresent(findTestObject(""Object Login Page/loginBtn""), 1)",Firefox 144.0,,,24-10-2025 15:14:56,24-10-2025 15:14:56,"0,262s",PASSED
"click(findTestObject(""Object Login Page/loginBtn""))",Firefox 144.0,,,24-10-2025 15:14:56,24-10-2025 15:14:57,"0,437s",PASSED
"if (testType == ""valid"")",Firefox 144.0,,,24-10-2025 15:14:57,24-10-2025 15:14:57,"0,008s",PASSED
"else if (testType == ""emptyUser"")",Firefox 144.0,,,24-10-2025 15:14:57,24-10-2025 15:14:57,"0,474s",PASSED
closeBrowser(),Firefox 144.0,,,24-10-2025 15:14:57,24-10-2025 15:14:59,"1,855s",PASSED
,,,,,,,
Test Cases/saucedemo/TC01-login,Firefox 144.0,,,24-10-2025 15:14:59,24-10-2025 15:15:25,"25,486s",PASSED
"DATA BINDING - {""password"":""secret_sauce"",""expected"":""Epic sadface: Username and password do not match any user in this service"",""testType"":""wronginput"",""username"":""tidak benar""}",,,,,,,
"openBrowser("""")",Firefox 144.0,,,24-10-2025 15:14:59,24-10-2025 15:15:06,"7,052s",PASSED
navigateToUrl(baseUrl),Firefox 144.0,,,24-10-2025 15:15:06,24-10-2025 15:15:08,"1,879s",PASSED
"verifyElementPresent(findTestObject(""Object Login Page/usernameField""), 1)",Firefox 144.0,,,24-10-2025 15:15:08,24-10-2025 15:15:10,"1,412s",PASSED
"setText(findTestObject(""Object Login Page/usernameField""), username)",Firefox 144.0,,,24-10-2025 15:15:10,24-10-2025 15:15:11,"0,922s",PASSED
"verifyElementPresent(findTestObject(""Object Login Page/passwordField""), 1)",Firefox 144.0,,,24-10-2025 15:15:11,24-10-2025 15:15:11,"0,287s",PASSED
"setText(findTestObject(""Object Login Page/passwordField""), password)",Firefox 144.0,,,24-10-2025 15:15:11,24-10-2025 15:15:11,"0,638s",PASSED
"verifyElementPresent(findTestObject(""Object Login Page/loginBtn""), 1)",Firefox 144.0,,,24-10-2025 15:15:11,24-10-2025 15:15:12,"0,284s",PASSED
"click(findTestObject(""Object Login Page/loginBtn""))",Firefox 144.0,,,24-10-2025 15:15:12,24-10-2025 15:15:12,"0,486s",PASSED
"if (testType == ""valid"")",Firefox 144.0,,,24-10-2025 15:15:12,24-10-2025 15:15:12,"0,005s",PASSED
"else if (testType == ""emptyUser"")",Firefox 144.0,,,24-10-2025 15:15:12,24-10-2025 15:15:12,"0,002s",PASSED
"else if (testType == ""emptyPass"")",Firefox 144.0,,,24-10-2025 15:15:12,24-10-2025 15:15:12,"0,005s",PASSED
else,Firefox 144.0,,,24-10-2025 15:15:12,24-10-2025 15:15:23,"10,354s",PASSED
closeBrowser(),Firefox 144.0,,,24-10-2025 15:15:23,24-10-2025 15:15:25,"2,090s",PASSED
,,,,,,,
Test Cases/saucedemo/TC01-login,Firefox 144.0,,,24-10-2025 15:15:25,24-10-2025 15:15:43,"18,646s",PASSED
"DATA BINDING - {""password"":""salah"",""expected"":""Epic sadface: Username and password do not match any user in this service"",""testType"":""wronginput"",""username"":""standard_user""}",,,,,,,
"openBrowser("""")",Firefox 144.0,,,24-10-2025 15:15:25,24-10-2025 15:15:31,"6,450s",PASSED
navigateToUrl(baseUrl),Firefox 144.0,,,24-10-2025 15:15:31,24-10-2025 15:15:33,"2,049s",PASSED
"verifyElementPresent(findTestObject(""Object Login Page/usernameField""), 1)",Firefox 144.0,,,24-10-2025 15:15:33,24-10-2025 15:15:35,"1,310s",PASSED
"setText(findTestObject(""Object Login Page/usernameField""), username)",Firefox 144.0,,,24-10-2025 15:15:35,24-10-2025 15:15:36,"0,881s",PASSED
"verifyElementPresent(findTestObject(""Object Login Page/passwordField""), 1)",Firefox 144.0,,,24-10-2025 15:15:36,24-10-2025 15:15:36,"0,270s",PASSED
"setText(findTestObject(""Object Login Page/passwordField""), password)",Firefox 144.0,,,24-10-2025 15:15:36,24-10-2025 15:15:37,"0,671s",PASSED
"verifyElementPresent(findTestObject(""Object Login Page/loginBtn""), 1)",Firefox 144.0,,,24-10-2025 15:15:37,24-10-2025 15:15:37,"0,279s",PASSED
"click(findTestObject(""Object Login Page/loginBtn""))",Firefox 144.0,,,24-10-2025 15:15:37,24-10-2025 15:15:37,"0,481s",PASSED
"if (testType == ""valid"")",Firefox 144.0,,,24-10-2025 15:15:37,24-10-2025 15:15:37,"0,001s",PASSED
"else if (testType == ""emptyUser"")",Firefox 144.0,,,24-10-2025 15:15:37,24-10-2025 15:15:37,"0,001s",PASSED
"else if (testType == ""emptyPass"")",Firefox 144.0,,,24-10-2025 15:15:37,24-10-2025 15:15:37,"0,005s",PASSED
else,Firefox 144.0,,,24-10-2025 15:15:37,24-10-2025 15:15:41,"4,157s",PASSED
closeBrowser(),Firefox 144.0,,,24-10-2025 15:15:41,24-10-2025 15:15:43,"1,963s",PASSED
